Numéro du support;Longitude;Latitude;Position;Insee;Lieu dit;Adresse;Code postal;Commune;Nature du support;Hauteur en m;Propriétaire
1441266;5.368888888888889;43.29888888888889;"43°17'56.000""N 5°22'8.000""E";13202;"";46 PL DES MOULINS;13002;MARSEILLE 2E ARRONDISSEMENT;Immeuble;18.0;Particulier
1450809;5.225;43.409166666666664;"43°24'33.000""N 5°13'30.000""E";13054;"";AVENUE LACANAU;13700;MARIGNANE;Bâtiment;10.0;Particulier
1457956;5.615833333333334;43.19638888888889;"43°11'47.000""N 5°36'57.000""E";13028;"";"AVENUE DE L'ABEILLE";13600;CIOTAT;Immeuble;26.0;Société HLM
1462746;5.276388888888889;43.35777777777778;"43°21'28.000""N 5°16'35.000""E";13088;"L'ESTABLON";NATIONALE 568 - VALLON DU GIPIER;13740;ROVE;Mât;10.0;"Commune, communauté de commune"
1464763;5.456666666666667;43.32972222222222;"43°19'47.000""N 5°27'24.000""E";13213;"";48 AVENUE FOURNACLE CITÉ LA MARIE BT 12;13013;MARSEILLE 13E ARRONDISSEMENT;Bâtiment;25.0;"Copropriété, Syndic, SCI"
1475636;5.341111111111111;43.350833333333334;"43°21'3.000""N 5°20'28.000""E";13216;"";"472 CHEMIN DE ST HENRI 480, TRAVERSE DU PAS DU FAOU";13016;MARSEILLE 16E ARRONDISSEMENT;Pylône haubané;12.0;ORANGE
1490968;5.924166666666666;43.184444444444445;"43°11'4.000""N 5°55'27.000""E";83103;LES CRUES;STADE DE LA RIPELLE;83200;REVEST LES EAUX;Pylône tubulaire;12.0;ORANGE
1497539;5.392777777777778;43.28333333333333;"43°17'0.000""N 5°23'34.000""E";13210;"";"19, RUE MENPENTI";13010;MARSEILLE 10E ARRONDISSEMENT;Bâtiment;25.0;ORANGE Services Fixes
1515946;5.562777777777778;43.27111111111111;"43°16'16.000""N 5°33'46.000""E";13005;QUARTIER LES FENESTRELLES;CHEMIN DE CARPIAGNE;13400;AUBAGNE;Pylône tubulaire;17.0;TOTEM
1520721;5.371388888888889;43.24388888888889;"43°14'38.000""N 5°22'17.000""E";13208;"";41 AV DE MONTREDON;13008;MARSEILLE 8E ARRONDISSEMENT;Immeuble;21.7;"Copropriété, Syndic, SCI"
1529612;5.398055555555556;43.33166666666666;"43°19'54.000""N 5°23'53.000""E";13214;"";6 RUE DE LA BUSSERINE LA BUSSERINE TOUR Q;13014;MARSEILLE 14E ARRONDISSEMENT;Immeuble;58.0;Société HLM
1532369;4.9816666666666665;43.405833333333334;"43°24'21.000""N 4°58'54.000""E";13077;"";4 RUE DE LA REPUBLIQUE;13110;PORT DE BOUC;Immeuble;50.4;Société HLM
1536671;5.23;43.437777777777775;"43°26'16.000""N 5°13'48.000""E";13117;AÉROPORT INTERNATIONAL;"AÉROPORT MARSEILLE-PROVENCE USINE EUROCOPTER-CHÂTEAU D'EAU";13127;VITROLLES;"Château d'eau - réservoir";33.0;AIRBUS
1567017;5.355;43.352777777777774;"43°21'10.000""N 5°21'18.000""E";13215;"";IMP DE LA GENESTELLE CHEM DE ST LOUIS AU ROVE SITE FERROVIAIRE;13015;MARSEILLE 15E ARRONDISSEMENT;"Ouvrage d'art (pont, viaduc)";16.2;SNCF Réseau
1571834;5.792222222222222;43.25194444444445;"43°15'7.000""N 5°47'32.000""E";83035;"";CIRCUIT PAUL RICARD;83330;CASTELLET;Bâtiment;15.5;Société Privée
1571970;5.439444444444445;43.31916666666667;"43°19'9.000""N 5°26'22.000""E";13212;RÉSIDENCE MONTOLIVET;251 D R CHARLES KADDOUZ;13012;MARSEILLE 12E ARRONDISSEMENT;Immeuble;35.5;Société Privée
1583746;5.163888888888889;43.382222222222225;"43°22'56.000""N 5°9'50.000""E";13026;EGLISE;9 BOULEVARD GERMAIN CLAIRIN;13220;CHATEAUNEUF LES MARTIGUES;Monument religieux;29.0;"Commune, communauté de commune"
1589123;5.108333333333333;43.39833333333333;"43°23'54.000""N 5°6'30.000""E";13026;"";ALLÉE DU TAVERNIER 36 AV MIRABEAU;13220;CHATEAUNEUF LES MARTIGUES;Pylône tubulaire;18.0;TOTEM
1601321;5.393611111111111;43.27361111111111;"43°16'25.000""N 5°23'37.000""E";13208;"";24 BD  RABATAU;13008;MARSEILLE 8E ARRONDISSEMENT;Immeuble;28.0;"Copropriété, Syndic, SCI"
1605880;5.450833333333334;43.34;"43°20'24.000""N 5°27'3.000""E";13075;"";18 PROMENADE DU CAVAOU SCI LA SOURCE;13380;PLAN DE CUQUES;Pylône tubulaire;13.0;TOTEM
1623833;5.051944444444445;43.333333333333336;"43°20'0.000""N 5°3'7.000""E";13056;"";"44 CHEMIN DU SEMAPHORE, LA COURONNE";13117;MARTIGUES;Bâtiment;7.8;"Etat, Ministère"
1655058;5.604444444444445;43.173611111111114;"43°10'25.000""N 5°36'16.000""E";13028;"";ROND-POINT DES MESSAGERIES MARITIMES HOTEL DE VILLE;13600;CIOTAT;Bâtiment;24.7;"Commune, communauté de commune"
1689137;5.355;43.352777777777774;"43°21'10.000""N 5°21'18.000""E";13215;"";IMP DE LA GENESTELLE CHEM DE ST LOUIS AU ROVE SITE FERROVIAIRE;13015;MARSEILLE 15E ARRONDISSEMENT;Mât;4.0;ORANGE
1693036;5.301111111111111;43.41305555555556;"43°24'47.000""N 5°18'4.000""E";13071;LA SOURCE;ROUTE NATIONALE 113 GARAGE JPP AUTO;13170;PENNES MIRABEAU;Pylône autostable;12.0;TOTEM
1693075;5.383333333333334;43.3125;"43°18'45.000""N 5°23'0.000""E";13203;"";114-116 AV LOUBON;13003;MARSEILLE 3E ARRONDISSEMENT;Immeuble;45.0;"Copropriété, Syndic, SCI"
1693118;5.348888888888889;43.415277777777774;"43°24'55.000""N 5°20'56.000""E";13071;"";LA CLAUDIA ZONE COMMERCIALE DE PLAN DE CAMPAGNE;13170;PENNES MIRABEAU;Pylône autostable;17.0;TOTEM
1710277;5.3825;43.34361111111111;"43°20'37.000""N 5°22'57.000""E";13214;"";25 BD  MASSENET ENSEMBLE INDUSTRIEL MARSEILLE NORD;13014;MARSEILLE 14E ARRONDISSEMENT;Bâtiment;22.2;"Copropriété, Syndic, SCI"
1720666;5.586111111111111;43.29666666666667;"43°17'48.000""N 5°35'10.000""E";13005;"";CENTRAL TÉLÉPHONIQUE CHEMIN DU CAMP DE SARLIER CENTRE LAMAGNON;13400;AUBAGNE;Bâtiment;24.0;ORANGE Services Fixes
1746114;5.339722222222222;43.397222222222226;"43°23'50.000""N 5°20'23.000""E";13071;"";ROUTE DE LA GAVOTTE;13170;PENNES MIRABEAU;Pylône tubulaire;18.7;Conseil Régional
1790843;5.448888888888889;43.3125;"43°18'45.000""N 5°26'56.000""E";13212;"";21 AV FERNANDEL;13012;MARSEILLE 12E ARRONDISSEMENT;Bâtiment;15.0;Particulier
1794464;5.439722222222223;43.28805555555556;"43°17'17.000""N 5°26'23.000""E";13211;"";10 AV EMMANUEL ALLARD;13011;MARSEILLE 11E ARRONDISSEMENT;Bâtiment;27.5;Société Privée
1814043;5.386388888888889;43.33138888888889;"43°19'53.000""N 5°23'11.000""E";13214;"";RUE JEAN QUEILLEU TERRAIN RFF;13014;MARSEILLE 14E ARRONDISSEMENT;Mât;12.0;ORANGE
1826913;5.053055555555556;43.41833333333334;"43°25'6.000""N 5°3'11.000""E";13056;"";1 AV CANTO PERDRIX RES LA CALANQUE;13117;MARTIGUES;Immeuble;47.7;"Copropriété, Syndic, SCI"
1827332;5.397222222222222;43.27583333333333;"43°16'33.000""N 5°23'50.000""E";13208;"";72-82 BLV RABATAU;13008;MARSEILLE 8E ARRONDISSEMENT;Immeuble;30.8;"Copropriété, Syndic, SCI"
1849222;5.465833333333333;43.36083333333333;"43°21'39.000""N 5°27'57.000""E";13075;"";LA MONTADE AVENUE DE MIMET;13380;PLAN DE CUQUES;Immeuble;14.8;"Copropriété, Syndic, SCI"
1866206;5.395277777777777;43.433055555555555;"43°25'59.000""N 5°23'43.000""E";13015;COLLET ROUGE;PRÈS A.51 SENS MARSEILLE/AIX-EN-PROVENCE AIRE DE SERVICE DES CHABAUDS;13320;BOUC BEL AIR;Pylône autostable;25.0;"Sociétés d'Autoroutes"
1898188;5.425833333333333;43.33638888888889;"43°20'11.000""N 5°25'33.000""E";13213;"";RUE DES PIVOINES RESIDENCE LA SAUVAGINE;13013;MARSEILLE 13E ARRONDISSEMENT;Bâtiment;29.5;Conseil Régional
1934803;5.383055555555556;43.315;"43°18'54.000""N 5°22'59.000""E";13203;"";27 BD DE LA REVOLUTION;13003;MARSEILLE 3E ARRONDISSEMENT;Bâtiment;50.0;"Copropriété, Syndic, SCI"
1942654;5.358333333333333;43.29416666666667;"43°17'39.000""N 5°21'30.000""E";13207;"";"58, BD CHARLES LIVON PALAIS DU PHARO";13007;MARSEILLE 7E ARRONDISSEMENT;Bâtiment;25.0;"Commune, communauté de commune"
1974230;5.4063888888888885;43.325;"43°19'30.000""N 5°24'23.000""E";13213;"";130 AVENUE COROT PARC COROT BÂT C;13013;MARSEILLE 13E ARRONDISSEMENT;Immeuble;57.0;"Copropriété, Syndic, SCI"
1978196;5.251111111111111;43.416111111111114;"43°24'58.000""N 5°15'4.000""E";13102;"";RUE ROGER DES CHAMPS LA LOMBARDE CENTRE;13730;SAINT VICTORET;Pylône autostable;20.0;TOTEM
2008812;5.4030555555555555;43.2575;"43°15'27.000""N 5°24'11.000""E";13209;LA VERDIÈRE;29 CHE JOSEPH AIGUIER RÉSIDENCE BLOC 4;13009;MARSEILLE 9E ARRONDISSEMENT;Immeuble;34.8;"Copropriété, Syndic, SCI"
2008991;5.426944444444445;43.435833333333335;"43°26'9.000""N 5°25'37.000""E";13107;"";240 ROUTE DE LA GARE;13109;SIMIANE COLLONGUE;Pylône autostable;25.0;SNCF Réseau
2015712;5.385833333333333;43.32527777777778;"43°19'31.000""N 5°23'9.000""E";13214;LES MARINES BLEUES;"39, BD  CHARLES MORETTI";13014;MARSEILLE 14E ARRONDISSEMENT;Bâtiment;41.0;"Commune, communauté de commune"
2025461;5.381666666666667;43.28472222222222;"43°17'5.000""N 5°22'54.000""E";13206;"";82.84 R EDMOND ROSTAND R JEAN FIOLLE;13006;MARSEILLE 6E ARRONDISSEMENT;Immeuble;31.0;"Copropriété, Syndic, SCI"
2031981;5.3677777777777775;43.28527777777778;"43°17'7.000""N 5°22'4.000""E";13207;"";"RESIDENCE L'ESPLANADE NOUVELLE 67-69-77 BD TELLENE";13007;MARSEILLE 7E ARRONDISSEMENT;Immeuble;30.5;Société Privée
2033587;5.385555555555555;43.29138888888889;"43°17'29.000""N 5°23'8.000""E";13206;"";9 RUE DE LODI;13006;MARSEILLE 6E ARRONDISSEMENT;Immeuble;30.0;"Copropriété, Syndic, SCI"
2048452;5.356944444444444;43.35888888888889;"43°21'32.000""N 5°21'25.000""E";13215;"";PLACE JOSEPH LANIBOIS;13015;MARSEILLE 15E ARRONDISSEMENT;Bâtiment;16.5;"Copropriété, Syndic, SCI"
2082882;5.374444444444444;43.29833333333333;"43°17'54.000""N 5°22'28.000""E";13201;"";8 R HENRI BARBUSSE;13001;MARSEILLE 1ER ARRONDISSEMENT;Immeuble;41.2;"Copropriété, Syndic, SCI"
2102539;5.3902777777777775;43.2875;"43°17'15.000""N 5°23'25.000""E";13205;"";90 BD  BAILLE;13005;MARSEILLE 5E ARRONDISSEMENT;Immeuble;28.0;"Copropriété, Syndic, SCI"
2122635;5.779722222222222;43.256388888888885;"43°15'23.000""N 5°46'47.000""E";83035;"";2760 ROUTE DES HAUTS DU CAMP CIRCUIT DU CASTELLET NODE 2 - VIRAGE STADIUM;83330;CASTELLET;Bâtiment;4.6;Particulier
2124820;5.052777777777778;43.410833333333336;"43°24'39.000""N 5°3'10.000""E";13056;QUARTIER DE ST-JOSEPH;23-27 BD  GABRIEL PÉRI RÉSIDENCE LE GRÈS;13117;MARTIGUES;Immeuble;22.0;Société HLM
2126241;5.400833333333333;43.315555555555555;"43°18'56.000""N 5°24'3.000""E";13204;"";RUE AMEDEE PALMIERI;13004;MARSEILLE 4E ARRONDISSEMENT;Bâtiment;19.0;"Copropriété, Syndic, SCI"
2136958;5.386388888888889;43.275;"43°16'30.000""N 5°23'11.000""E";13208;"";"70, RUE JEAN MERMOZ";13008;MARSEILLE 8E ARRONDISSEMENT;Immeuble;34.0;"Copropriété, Syndic, SCI"
2137113;5.361111111111111;43.29666666666667;"43°17'48.000""N 5°21'40.000""E";13202;LE MUCEM - QUAI DE LA TOURETTE;ESPLANADE J4;13002;MARSEILLE 2E ARRONDISSEMENT;Bâtiment;12.0;"Etat, Ministère"
2137291;5.625277777777778;43.20944444444444;"43°12'34.000""N 5°37'31.000""E";13023;"";CHEMIN DES POISSONNIERS PYLONE SYNERAIL;13600;CEYRESTE;Pylône autostable;20.5;SNCF Réseau
2137717;5.111111111111111;43.334722222222226;"43°20'5.000""N 5°6'40.000""E";13104;"";5 RUE CHARLES GOUNOD SAUSSET LES PINS;13960;SAUSSET LES PINS;Pylône tubulaire;18.0;TOTEM
2146301;5.759444444444444;43.3025;"43°18'9.000""N 5°45'34.000""E";83105;BAUME LIERRE;D602;13780;RIBOUX;Pylône autostable;32.6;ON TOWER FRANCE
2147379;5.373055555555555;43.29333333333334;"43°17'36.000""N 5°22'23.000""E";13201;"";"8, RUE FORTIA";13001;MARSEILLE 1ER ARRONDISSEMENT;Bâtiment;8.0;"Copropriété, Syndic, SCI"
2151367;5.3775;43.28944444444444;"43°17'22.000""N 5°22'39.000""E";13206;"";"1, RUE D'ARCOLE";13006;MARSEILLE 6E ARRONDISSEMENT;Immeuble;26.0;"Copropriété, Syndic, SCI"
2151922;5.373611111111111;43.2925;"43°17'33.000""N 5°22'25.000""E";13201;"";"23, COURS HONORE D'ESTIENNE D'ORVES 46-48, RUE SAINTE";13001;MARSEILLE 1ER ARRONDISSEMENT;Bâtiment;8.0;Société Privée
2152495;5.404444444444445;43.31527777777778;"43°18'55.000""N 5°24'16.000""E";13204;"";AVENUE ST JUST;13004;MARSEILLE 4E ARRONDISSEMENT;Bâtiment;27.0;"Commune, communauté de commune"
2152715;5.393888888888889;43.28194444444444;"43°16'55.000""N 5°23'38.000""E";13210;PÉAGE DU PRADO;3 AV ARTHUR SCOTT LE TUNNEL PRADO CARÉNAGE;13010;MARSEILLE 10E ARRONDISSEMENT;Tunnel;5.0;Société Privée
2164056;5.371388888888889;43.31;"43°18'36.000""N 5°22'17.000""E";13203;6 RUE DÉSIRÉ CLARY;"";13003;MARSEILLE 3E ARRONDISSEMENT;Immeuble;13.0;Etablissement de soins
2185749;5.366388888888889;43.31055555555555;"43°18'38.000""N 5°21'59.000""E";13202;QUAI DU LAZARET;"";13002;MARSEILLE 2E ARRONDISSEMENT;Bâtiment;5.0;Société Privée
2206481;5.424444444444444;43.27916666666667;"43°16'45.000""N 5°25'28.000""E";13210;CENTRE COMMERCIAL AUCHAN;"57, BOULEVARD ROMAIN ROLLAND";13010;MARSEILLE 10E ARRONDISSEMENT;Bâtiment;18.0;Société Privée
2209714;5.351388888888889;43.33888888888889;"43°20'20.000""N 5°21'5.000""E";13215;"";30 CHEMIN DU CAP JANET RÉSIDENCE CAP JANET;13015;MARSEILLE 15E ARRONDISSEMENT;Immeuble;54.0;Société HLM
2221786;5.3613888888888885;43.38916666666667;"43°23'21.000""N 5°21'41.000""E";13106;"";79-81 AVENUE DU 8 MAI 1945 IMMEUBLE LES VALLONS;13240;SEPTEMES LES VALLONS;Immeuble;25.0;Société Privée
2224285;5.829166666666667;43.20916666666667;"43°12'33.000""N 5°49'45.000""E";83016;LE BEAUSSET;1927 CHEMIN DU BARO NUECHO;83330;BEAUSSET;Pylône autostable;22.0;TOTEM
2229050;5.213611111111111;43.42;"43°25'12.000""N 5°12'49.000""E";13054;"";59 AVENUE JEAN MERMOZ QUARTIER LES RASCAS;13700;MARIGNANE;Immeuble;27.0;"Copropriété, Syndic, SCI"
2229248;5.343333333333334;43.38583333333333;"43°23'9.000""N 5°20'36.000""E";13071;"";2 SQUARE MONACO 5 RUE FENOUIL;13170;PENNES MIRABEAU;Immeuble;16.0;"Copropriété, Syndic, SCI"
2235562;5.4061111111111115;43.28611111111111;"43°17'10.000""N 5°24'22.000""E";13210;"";"116, 118 AV DE LA TIMONE";13010;MARSEILLE 10E ARRONDISSEMENT;Immeuble;31.0;Société HLM
2249367;5.4463888888888885;43.231944444444444;"43°13'55.000""N 5°26'47.000""E";13209;"";184 AVENUE DE LUMINY;13009;MARSEILLE 9E ARRONDISSEMENT;Mât;12.0;ORANGE
2267901;5.233888888888889;43.431111111111115;"43°25'52.000""N 5°14'2.000""E";13117;LE CELIER;AÉROPORT MARSEILLE-PROVENCE EUROCOPTER BAT R05;13127;VITROLLES;Bâtiment;24.0;Société Privée
2270482;5.856111111111111;43.17194444444444;"43°10'19.000""N 5°51'22.000""E";83053;"L'ESTRECHE";"";83330;EVENOS;Pylône autostable;33.0;BOUYGUES
2285469;5.680833333333333;43.32888888888889;"43°19'44.000""N 5°40'51.000""E";13007;LA COUTRONNE;ROUTE DE LA SAINTE BAUME D2;13390;AURIOL;Pylône autostable;17.0;TOTEM
2322303;5.373611111111111;43.36833333333333;"43°22'6.000""N 5°22'25.000""E";13215;"";BOULEVARD DE LA SAVINE PRÈS DU STADE CHEMIN DE LA MURE;13015;MARSEILLE 15E ARRONDISSEMENT;Pylône tubulaire;23.0;TOTEM
2369778;5.581666666666667;43.225;"43°13'30.000""N 5°34'54.000""E";13022;TOIT PÉAGE DE CASSIS;"AIRE DU PAS D'OUILLER -SORTIE AUTOROUTE A50 TOIT PÉAGE DE CASSIS";13260;CASSIS;Pylône autostable;14.0;ORANGE
2370691;5.369166666666667;43.295833333333334;"43°17'45.000""N 5°22'9.000""E";13202;"";78 QUAI DU PORT;13002;MARSEILLE 2E ARRONDISSEMENT;Mât;10.0;"Commune, communauté de commune"
2382912;5.601944444444444;43.286944444444444;"43°17'13.000""N 5°36'7.000""E";13005;LES PALUDS;298 AV DES PALUDS;13400;AUBAGNE;Immeuble;15.0;"Copropriété, Syndic, SCI"
2409882;5.359166666666667;43.29055555555556;"43°17'26.000""N 5°21'33.000""E";13207;RÉSIDENCE LES CATALANS SOGIMA;26 AV PASTEUR RÉSIDENCE LES CATALANS SOGIMA;13007;MARSEILLE 7E ARRONDISSEMENT;Immeuble;38.0;"Copropriété, Syndic, SCI"
2428397;5.569444444444445;43.29222222222222;"43°17'32.000""N 5°34'10.000""E";13005;"";7 BOULEVARD JEAN JAURES HOTEL DE VILLE;13400;AUBAGNE;Bâtiment;21.8;"Commune, communauté de commune"
2434565;5.326944444444444;43.40777777777778;"43°24'28.000""N 5°19'37.000""E";13071;"";RD 113 SCI RODRIGUEZ;13170;PENNES MIRABEAU;Pylône haubané;12.0;ORANGE
2448089;5.612777777777778;43.36638888888889;"43°21'59.000""N 5°36'46.000""E";13007;LE PONT DE JOUX;QUARTIER DES CLOS PROCHE ANGLE A A52/RN560;13390;AURIOL;Pylône tubulaire;22.0;SFR
2460639;5.395833333333333;43.26972222222222;"43°16'11.000""N 5°23'45.000""E";13208;"";"STADE VELODROME 3, BOULEVARD MICHELET";13008;MARSEILLE 8E ARRONDISSEMENT;Bâtiment;74.8;"Commune, communauté de commune"
2487949;5.381388888888889;43.25055555555556;"43°15'2.000""N 5°22'53.000""E";13208;"";72 BD DU SABLIER RÉSIDENCE WHITE & SEA;13008;MARSEILLE 8E ARRONDISSEMENT;Immeuble;22.2;"Copropriété, Syndic, SCI"
2523723;5.323333333333333;43.36083333333333;"43°21'39.000""N 5°19'24.000""E";13216;"";8 RUE JEAN-JACQUES VERNAZZA SERVICES DES SPORTS;13016;MARSEILLE 16E ARRONDISSEMENT;Pylône tubulaire;13.0;TOTEM
2529870;5.213055555555556;43.33305555555555;"43°19'59.000""N 5°12'47.000""E";13033;"";PROCHE CHEMIN DE MEJEAN LES FIGUIERES;13820;ENSUES LA REDONNE;"Château d'eau - réservoir";10.7;"Syndicat des eaux, Adduction"
2532699;5.368888888888889;43.37;"43°22'12.000""N 5°22'8.000""E";13215;"";79 CHEMIN DU VALLON DES TUVES HÔPITAL NORD;13015;MARSEILLE 15E ARRONDISSEMENT;Immeuble;34.0;Société HLM
2554604;5.3075;43.38805555555555;"43°23'17.000""N 5°18'27.000""E";13071;JASDERHODES;3229 AV DU CAPITAINE DE CORVETTE PAUL BRUTUS;13170;PENNES MIRABEAU;Pylône autostable;18.3;TOTEM
2607412;5.6033333333333335;43.37388888888889;"43°22'26.000""N 5°36'12.000""E";13031;PIERRASCA;291 CARREIRADE DE PIERRESCA;13112;DESTROUSSE;Pylône autostable;30.0;ATC FRANCE
2613014;5.352222222222222;43.3525;"43°21'9.000""N 5°21'8.000""E";13216;"";145 CHEMIN DE SAINT-LOUIS AU ROVE;13016;MARSEILLE 16E ARRONDISSEMENT;Pylône tubulaire;14.0;TOTEM
2625469;5.59;43.20472222222222;"43°12'17.000""N 5°35'24.000""E";13028;"";2277 AVENUE EMILE BODIN GARE DE PÉAGE;13600;CIOTAT;Pylône autostable;38.0;"Sociétés d'Autoroutes"
2632784;5.38;43.3025;"43°18'9.000""N 5°22'48.000""E";13201;"";TUNNEL ST CHARLES;13001;MARSEILLE 1ER ARRONDISSEMENT;Tunnel;5.0;"Commune, communauté de commune"
2714226;5.424444444444444;43.24777777777778;"43°14'52.000""N 5°25'28.000""E";13209;LE SISLEY;34E RUE NICOLE ZEMMOUR LE SISLEY;13009;MARSEILLE 9E ARRONDISSEMENT;Immeuble;20.0;"Copropriété, Syndic, SCI"
2722694;5.552222222222222;43.28138888888889;"43°16'53.000""N 5°33'8.000""E";13005;LA TOURTELLE;CH DU CHARREL ETS TIRAND;13400;AUBAGNE;Pylône tubulaire;13.3;ORANGE
2728119;5.673333333333334;43.410555555555554;"43°24'38.000""N 5°40'24.000""E";13110;KIRBON-EST;ROUTE DE SAINT ZACHARIE PAS DE LA COUELLE DEPARTEMENTALE 12;13530;TRETS;Pylône autostable;14.5;BOUYGUES
2735123;4.835277777777778;43.378055555555555;"43°22'41.000""N 4°50'7.000""E";13078;"";"RUE DU CANAL SAINT ANTOINE L'ERMITE";13230;PORT SAINT LOUIS DU RHONE;Pylône autostable;24.0;ORANGE
2773867;5.6691666666666665;43.193888888888885;"43°11'38.000""N 5°40'9.000""E";13028;"";CHEMIN DES PLAINES BORNES AIRE DES PLAINES BARONNES;13600;CIOTAT;Pylône autostable;13.0;FREE-MOBILE
2784044;5.674166666666666;43.18277777777778;"43°10'58.000""N 5°40'27.000""E";83112;"";ROUTE DE MARSEILLE RD559 MGEN EHPAD;83270;SAINT CYR SUR MER;Pylône autostable;40.0;TDF
2790964;5.395555555555555;43.27055555555555;"43°16'14.000""N 5°23'44.000""E";13208;"";3 BOULEVARD MICHELET STADE VELODROME TRIBUNE VIRAGE NORD;13008;MARSEILLE 8E ARRONDISSEMENT;Bâtiment;75.0;"Commune, communauté de commune"
2793243;5.396111111111111;43.26916666666666;"43°16'9.000""N 5°23'46.000""E";13208;"";3 BOULEVARD MICHELET STADE VELODROME TRIBUNE VIRAGE SUD;13008;MARSEILLE 8E ARRONDISSEMENT;Bâtiment;75.0;"Commune, communauté de commune"
2793605;5.396388888888889;43.27;"43°16'12.000""N 5°23'47.000""E";13208;"";3 BOULEVARD MICHELET STADE VELODROME TRIBUNE GANAY - EST;13008;MARSEILLE 8E ARRONDISSEMENT;Bâtiment;75.0;"Commune, communauté de commune"
2793607;5.395277777777777;43.26972222222222;"43°16'11.000""N 5°23'43.000""E";13208;"";3 BOULEVARD MICHELET STADE VELODROME TRIBUNE JEAN BOUIN- OUEST;13008;MARSEILLE 8E ARRONDISSEMENT;Bâtiment;75.0;"Commune, communauté de commune"
2803773;5.038888888888889;43.408055555555556;"43°24'29.000""N 5°2'20.000""E";13056;SAINT ROCH;LE MOULIN ST ROCH BT M1 LA COUDOULIÈRE;13117;MARTIGUES;Bâtiment;29.0;Société HLM
2809804;5.409722222222222;43.341388888888886;"43°20'29.000""N 5°24'35.000""E";13214;"";RUE DES GÉRANIUMS GARAGE CITROEN;13014;MARSEILLE 14E ARRONDISSEMENT;Pylône tubulaire;16.0;TOTEM
2826413;5.273888888888889;43.37638888888889;"43°22'35.000""N 5°16'26.000""E";13088;LES GRANDS CLOS;LA REGENTANCE ET LA GORGUE;13740;ROVE;Mât métallique;4.0;TDF
2843762;5.37;43.265;"43°15'54.000""N 5°22'12.000""E";13208;"";62 PROMENADE GEORGES POMPIDOU;13008;MARSEILLE 8E ARRONDISSEMENT;Pylône tubulaire;17.0;Société Privée
